0.02 0.360 0.040
0.067 0.423 0.055
0.17 0.510 0.060
0.35 0.440 0.050
0.77 0.490 0.180
0.25 0.3512 0.0583
0.37 0.4602 0.0378
0.22 0.420 0.077
0.41 0.450 0.040
0.60 0.430 0.040
0.78 0.380 0.040
0.57 0.427 0.066
0.30 0.407 0.055
0.40 0.419 0.041
0.50 0.427 0.043
0.60 0.433 0.067
